Campaign;"Daily Budget";"Campaign Type";Networks;Languages;"DSA Website";"DSA Language";"DSA targeting source";"Targeting expansion";ID;Location;"Ad rotation";"Targeting method";"Exclusion method";"Bid Strategy Type";"Enhanced CPC";"Max CPC";"Ad Group Type";"Ad Group";"Ad type";"Description line 1";"Description line 2";"Dynamic Ad Target Condition 1";"Dynamic Ad Target Value 1";"Dynamic Ad Target Condition 2";"Dynamic Ad Target Value 2";"Dynamic Ad Target Condition 3";"Campaign Status";"Ad Group Status";Status
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Audi A3 (2011-2012) _ FR729";;;;"URL equals";https://autoradio-fr.com/729-camera-de-recul-ccd-audi-a3-2011-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Audi A3 (2011-2012) _ FR729";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Audi Q7 (2011-2012) _ FR728";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Audi Q7 (2011-2012) _ FR728";;;;"URL equals";https://autoradio-fr.com/728-camera-de-recul-ccd-audi-q7-2011-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Audi Q7 (2011-2012) _ FR728";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Audi A6L 2011 _ FR727";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Audi A6L 2011 _ FR727";;;;"URL equals";https://autoradio-fr.com/727-camera-de-recul-ccd-audi-a6l-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Audi A6L 2011 _ FR727";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Alfa Romeo Spider _ FR726";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo Spider _ FR726";;;;"URL equals";https://autoradio-fr.com/726-camera-de-recul-ccd-alfa-romeo-spider.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo Spider _ FR726";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Alfa Romeo Mito _ FR725";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo Mito _ FR725";;;;"URL equals";https://autoradio-fr.com/725-camera-de-recul-ccd-alfa-romeo-mito.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo Mito _ FR725";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Alfa Romeo GT _ FR724";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo GT _ FR724";;;;"URL equals";https://autoradio-fr.com/724-camera-de-recul-ccd-alfa-romeo-gt.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo GT _ FR724";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Alfa Romeo 166 _ FR723";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 166 _ FR723";;;;"URL equals";https://autoradio-fr.com/723-camera-de-recul-ccd-alfa-romeo-166.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 166 _ FR723";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Alfa Romeo 159 _ FR722";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 159 _ FR722";;;;"URL equals";https://autoradio-fr.com/722-camera-de-recul-ccd-alfa-romeo-159.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 159 _ FR722";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Alfa Romeo 156 _ FR721";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 156 _ FR721";;;;"URL equals";https://autoradio-fr.com/721-camera-de-recul-ccd-alfa-romeo-156.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 156 _ FR721";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD Alfa Romeo 147 _ FR720";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 147 _ FR720";;;;"URL equals";https://autoradio-fr.com/720-camera-de-recul-ccd-alfa-romeo-147.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD Alfa Romeo 147 _ FR720";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Seat Leon (2005-2013) _ FR80";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Leon (2005-2013) _ FR80";;;;"URL equals";https://autoradio-fr.com/80-autoradio-gps-android-seat-leon-2005-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Leon (2005-2013) _ FR80";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Seat Cupra (2005-2013) _ FR81";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Cupra (2005-2013) _ FR81";;;;"URL equals";https://autoradio-fr.com/81-autoradio-gps-android-seat-cupra-2005-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Cupra (2005-2013) _ FR81";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Seat Leon (2005-2013) _ FR97";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Leon (2005-2013) _ FR97";;;;"URL equals";https://autoradio-fr.com/97-autoradio-gps-android-seat-leon-2005-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Leon (2005-2013) _ FR97";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Seat Cupra (2005-2013) _ FR98";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Cupra (2005-2013) _ FR98";;;;"URL equals";https://autoradio-fr.com/98-autoradio-gps-android-seat-cupra-2005-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Cupra (2005-2013) _ FR98";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW X5 (2008-2013) _ FR762";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW X5 (2008-2013) _ FR762";;;;"URL equals";https://autoradio-fr.com/762-camera-de-recul-ccd-bmw-x5-2008-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW X5 (2008-2013) _ FR762";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Volkswagen Nouvelle Polo 2014 _ FR100";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen Nouvelle Polo 2014 _ FR100";;;;"URL equals";https://autoradio-fr.com/100-autoradio-gps-android-volkswagen-nouvelle-polo-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen Nouvelle Polo 2014 _ FR100";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Skoda Octavia 2014 _ FR101";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Octavia 2014 _ FR101";;;;"URL equals";https://autoradio-fr.com/101-autoradio-gps-android-skoda-octavia-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Octavia 2014 _ FR101";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Skoda Fabia 2015 _ FR102";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Fabia 2015 _ FR102";;;;"URL equals";https://autoradio-fr.com/102-autoradio-gps-android-skoda-fabia-2015.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Fabia 2015 _ FR102";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW 3 Série (2008-2013) _ FR761";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 3 Série (2008-2013) _ FR761";;;;"URL equals";https://autoradio-fr.com/761-camera-de-recul-ccd-bmw-3-series-2008-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 3 Série (2008-2013) _ FR761";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW 5 Série (2008-2013) _ FR760";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 5 Série (2008-2013) _ FR760";;;;"URL equals";https://autoradio-fr.com/760-camera-de-recul-ccd-bmw-5-series-2008-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 5 Série (2008-2013) _ FR760";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW 120I _ FR759";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 120I _ FR759";;;;"URL equals";https://autoradio-fr.com/759-camera-de-recul-ccd-bmw-120i.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 120I _ FR759";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Nissan Livina 2013 _ FR106";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Livina 2013 _ FR106";;;;"URL equals";https://autoradio-fr.com/106-autoradio-gps-android-nissan-livina-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Livina 2013 _ FR106";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Nissan Note 2014 _ FR107";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Note 2014 _ FR107";;;;"URL equals";https://autoradio-fr.com/107-autoradio-gps-android-nissan-note-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Note 2014 _ FR107";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Nissan Micra 2014 _ FR108";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Micra 2014 _ FR108";;;;"URL equals";https://autoradio-fr.com/108-autoradio-gps-android-nissan-micra-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Micra 2014 _ FR108";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Nissan Juke _ FR109";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Juke _ FR109";;;;"URL equals";https://autoradio-fr.com/109-autoradio-gps-android-nissan-juke.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Juke _ FR109";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Nissan Navara 2016 _ FR110";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Navara 2016 _ FR110";;;;"URL equals";https://autoradio-fr.com/110-autoradio-gps-android-nissan-navara-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Navara 2016 _ FR110";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Nissan Navara 2016 _ FR111";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Navara 2016 _ FR111";;;;"URL equals";https://autoradio-fr.com/111-autoradio-gps-android-nissan-navara-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Navara 2016 _ FR111";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Toyota Hilux Revo 2016 _ FR112";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Toyota Hilux Revo 2016 _ FR112";;;;"URL equals";https://autoradio-fr.com/112-autoradio-gps-android-toyota-hilux-revo-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Toyota Hilux Revo 2016 _ FR112";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Toyota Prado 2018 _ FR113";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Toyota Prado 2018 _ FR113";;;;"URL equals";https://autoradio-fr.com/113-autoradio-gps-android-toyota-prado-2018.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Toyota Prado 2018 _ FR113";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW 7 series 2014 _ FR758";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 7 series 2014 _ FR758";;;;"URL equals";https://autoradio-fr.com/758-camera-de-recul-ccd-bmw-7-series-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 7 series 2014 _ FR758";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW X3 (2011-2012) _ FR757";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW X3 (2011-2012) _ FR757";;;;"URL equals";https://autoradio-fr.com/757-camera-de-recul-ccd-bmw-x3-2011-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW X3 (2011-2012) _ FR757";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Suzuki Grand Vitara 2015 _ FR117";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Suzuki Grand Vitara 2015 _ FR117";;;;"URL equals";https://autoradio-fr.com/117-autoradio-gps-android-suzuki-grand-vitara-2015.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Suzuki Grand Vitara 2015 _ FR117";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Suzuki Baleno 2016 _ FR118";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Suzuki Baleno 2016 _ FR118";;;;"URL equals";https://autoradio-fr.com/118-autoradio-gps-android-suzuki-baleno-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Suzuki Baleno 2016 _ FR118";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW 3 Série (2011-2012) _ FR756";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 3 Série (2011-2012) _ FR756";;;;"URL equals";https://autoradio-fr.com/756-camera-de-recul-ccd-bmw-3-series-2011-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 3 Série (2011-2012) _ FR756";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Mazda 2 2014 _ FR120";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mazda 2 2014 _ FR120";;;;"URL equals";https://autoradio-fr.com/120-autoradio-gps-android-mazda-2-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mazda 2 2014 _ FR120";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Hyundai i20 2015 _ FR121";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Hyundai i20 2015 _ FR121";;;;"URL equals";https://autoradio-fr.com/121-autoradio-gps-android-hyundai-i20-2015.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Hyundai i20 2015 _ FR121";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Hyundai i30 2013 _ FR122";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Hyundai i30 2013 _ FR122";;;;"URL equals";https://autoradio-fr.com/122-autoradio-gps-android-hyundai-i30-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Hyundai i30 2013 _ FR122";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW 5 Série (2011-2012) _ FR755";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 5 Série (2011-2012) _ FR755";;;;"URL equals";https://autoradio-fr.com/755-camera-de-recul-ccd-bmw-5-series-2011-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW 5 Série (2011-2012) _ FR755";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Caméra de recul CCD BMW X5 _ FR754";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW X5 _ FR754";;;;"URL equals";https://autoradio-fr.com/754-camera-de-recul-ccd-bmw-x5.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Caméra de recul CCD BMW X5 _ FR754";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
